ARO,Cluster#,ARG Name,ARG Family,Drug class
3006631,3,PDC-252,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006632,3,PDC-253,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006633,3,PDC-254,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006634,3,PDC-256,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006635,3,PDC-259,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006636,3,PDC-26,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006637,3,PDC-260,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006638,3,PDC-261,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006639,3,PDC-262,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006640,3,PDC-263,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006641,3,PDC-265,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006642,3,PDC-266,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006643,3,PDC-267,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006644,3,PDC-268,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006645,3,PDC-270,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006646,3,PDC-271,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006647,3,PDC-273,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006648,3,PDC-274,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006649,3,PDC-275,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006650,3,PDC-276,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006651,3,PDC-277,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006652,3,PDC-278,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006653,3,PDC-279,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006654,3,PDC-280,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006655,3,PDC-281,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006656,3,PDC-282,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006657,3,PDC-283,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006658,3,PDC-286,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006659,3,PDC-287,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006660,3,PDC-288,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006661,3,PDC-289,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006662,3,PDC-290,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006663,3,PDC-291,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006664,3,PDC-294,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006665,3,PDC-295,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006666,3,PDC-296,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006667,3,PDC-297,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006668,3,PDC-298,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006669,3,PDC-299,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006670,3,PDC-30,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006671,3,PDC-300,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006672,3,PDC-301,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006673,3,PDC-302,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006674,3,PDC-303,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006675,3,PDC-304,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006676,3,PDC-305,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006677,3,PDC-307,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006678,3,PDC-308,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006679,3,PDC-309,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006680,3,PDC-31,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006681,3,PDC-310,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006682,3,PDC-311,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006683,3,PDC-312,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006684,3,PDC-314,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006685,3,PDC-315,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006686,3,PDC-316,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006687,3,PDC-317,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006688,3,PDC-318,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006689,3,PDC-319,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006690,3,PDC-32,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006691,3,PDC-320,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006692,3,PDC-321,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006693,3,PDC-322,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006694,3,PDC-325,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006695,3,PDC-326,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006696,3,PDC-327,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006697,3,PDC-328,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006698,3,PDC-329,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006700,3,PDC-330,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006701,3,PDC-331,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006702,3,PDC-332,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006703,3,PDC-333,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006704,3,PDC-334,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006705,3,PDC-335,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006706,3,PDC-336,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006707,3,PDC-338,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006708,3,PDC-339,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006709,3,PDC-34,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006710,3,PDC-340,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006711,3,PDC-341,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006715,3,PDC-345,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006716,3,PDC-347,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006717,3,PDC-348,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006718,3,PDC-349,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006719,3,PDC-35,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006720,3,PDC-350,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006721,3,PDC-351,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006722,3,PDC-353,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006723,3,PDC-354,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006724,3,PDC-355,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006725,3,PDC-356,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006726,3,PDC-357,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006727,3,PDC-358,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006728,3,PDC-359,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006729,3,PDC-36,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006730,3,PDC-360,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006731,3,PDC-361,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006732,3,PDC-362,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006733,3,PDC-363,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006734,3,PDC-364,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006735,3,PDC-365,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006736,3,PDC-366,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006737,3,PDC-367,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006738,3,PDC-368,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006739,3,PDC-369,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006740,3,PDC-37,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006741,3,PDC-370,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006742,3,PDC-371,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006743,3,PDC-372,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006744,3,PDC-373,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006745,3,PDC-374,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006746,3,PDC-375,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006747,3,PDC-377,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006748,3,PDC-378,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006749,3,PDC-379,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006750,3,PDC-38,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006751,3,PDC-381,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006752,3,PDC-382,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006753,3,PDC-383,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006754,3,PDC-385,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006755,3,PDC-386,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006756,3,PDC-387,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006757,3,PDC-388,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006758,3,PDC-389,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006759,3,PDC-39,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006760,3,PDC-390,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006761,3,PDC-391,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006762,3,PDC-392,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006763,3,PDC-394,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006764,3,PDC-395,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006765,3,PDC-396,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006766,3,PDC-397,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006767,3,PDC-398,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006768,3,PDC-399,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006769,3,PDC-40,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006770,3,PDC-400,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006771,3,PDC-401,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006772,3,PDC-402,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006773,3,PDC-403,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006774,3,PDC-404,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006775,3,PDC-405,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006776,3,PDC-406,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006777,3,PDC-407,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006778,3,PDC-408,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006779,3,PDC-409,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006780,3,PDC-410,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006781,3,PDC-411,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006782,3,PDC-412,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006783,3,PDC-414,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006784,3,PDC-415,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006785,3,PDC-416,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006786,3,PDC-417,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006787,3,PDC-418,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006788,3,PDC-419,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006790,3,PDC-420,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006791,3,PDC-421,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006792,3,PDC-422,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006793,3,PDC-423,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006794,3,PDC-424,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006795,3,PDC-425,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006796,3,PDC-426,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006797,3,PDC-427,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006798,3,PDC-428,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006799,3,PDC-430,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006800,3,PDC-431,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006801,3,PDC-432,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006802,3,PDC-433,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006803,3,PDC-434,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006804,3,PDC-435,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006805,3,PDC-436,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006806,3,PDC-437,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006807,3,PDC-439,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006808,3,PDC-440,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006809,3,PDC-441,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006810,3,PDC-442,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006811,3,PDC-443,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006812,3,PDC-444,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006813,3,PDC-445,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006814,3,PDC-446,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006815,3,PDC-447,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006816,3,PDC-448,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006817,3,PDC-450,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006818,3,PDC-451,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006819,3,PDC-452,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006820,3,PDC-453,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006821,3,PDC-454,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006823,3,PDC-456,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006824,3,PDC-457,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006825,3,PDC-458,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006826,3,PDC-459,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006827,3,PDC-46,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006828,3,PDC-460,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006829,3,PDC-462,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006830,3,PDC-463,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006831,3,PDC-465,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006832,3,PDC-466,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006833,3,PDC-467,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006834,3,PDC-468,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006835,3,PDC-469,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006836,3,PDC-470,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006837,3,PDC-471,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006838,3,PDC-472,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006839,3,PDC-473,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006840,3,PDC-474,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006841,3,PDC-475,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006842,3,PDC-476,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006843,3,PDC-58,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006844,3,PDC-60,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006845,3,PDC-64,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006846,3,PDC-71,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006847,3,PDC-94,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006848,3,PDC-95,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006849,3,PDC-96,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006850,3,PDC-97,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006851,3,PDC-98,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3006852,3,PDC-99,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3001557,4,OXA-371,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001650,4,OXA-90,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001617,4,OXA-69,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001577,4,OXA-391,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003149,4,OXA-426,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001646,4,OXA-98,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001562,4,OXA-376,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001480,4,OXA-195,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001644,4,OXA-113,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001472,4,OXA-178,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001623,4,OXA-83,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001455,4,OXA-150,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001486,4,OXA-208,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001658,4,OXA-174,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001453,4,OXA-148,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001651,4,OXA-130,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001489,4,OXA-217,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001667,4,OXA-202,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001566,4,OXA-380,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001442,4,OXA-117,OXA beta-lactamase,carbapenem;cephalosporin;penam
3002480,4,OXA-144,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001563,4,OXA-377,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001704,4,OXA-87,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001612,4,OXA-51,OXA beta-lactamase,carbapenem;cephalosporin;monobactam;penam
3001628,4,OXA-93,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001637,4,OXA-106,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001633,4,OXA-79,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001572,4,OXA-386,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001620,4,OXA-75,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001672,4,OXA-120,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001622,4,OXA-77,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001571,4,OXA-385,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001616,4,OXA-68,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001440,4,OXA-115,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001668,4,OXA-219,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001488,4,OXA-216,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001655,4,OXA-138,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001659,4,OXA-175,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001569,4,OXA-383,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001629,4,OXA-94,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001632,4,OXA-92,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001567,4,OXA-381,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001687,4,OXA-316,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001685,4,OXA-314,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001680,4,OXA-242,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001438,4,OXA-100,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001613,4,OXA-64,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001564,4,OXA-378,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001643,4,OXA-112,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001703,4,OXA-86,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001679,4,OXA-241,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001552,4,OXA-365,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001630,4,OXA-95,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001484,4,OXA-206,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001570,4,OXA-384,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001474,4,OXA-180,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001626,4,OXA-88,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001479,4,OXA-194,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001660,4,OXA-176,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001673,4,OXA-248,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001619,4,OXA-71,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001641,4,OXA-110,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001635,4,OXA-82,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001482,4,OXA-197,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001642,4,OXA-111,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001614,4,OXA-65,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003148,4,OXA-425,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001669,4,OXA-223,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001684,4,OXA-313,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001568,4,OXA-382,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001649,4,OXA-99,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001639,4,OXA-108,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001686,4,OXA-315,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001576,4,OXA-390,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001574,4,OXA-388,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001443,4,OXA-121,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001656,4,OXA-172,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001625,4,OXA-89,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001652,4,OXA-131,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001437,4,OXA-67,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001674,4,OXA-249,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001645,4,OXA-78,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001627,4,OXA-91,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001473,4,OXA-179,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001664,4,OXA-203,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001561,4,OXA-375,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001688,4,OXA-317,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001526,4,OXA-338,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001682,4,OXA-254,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001661,4,OXA-177,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001638,4,OXA-107,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001618,4,OXA-70,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001560,4,OXA-374,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001666,4,OXA-201,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001621,4,OXA-76,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001648,4,OXA-128,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001683,4,OXA-312,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001573,4,OXA-387,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001640,4,OXA-109,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001615,4,OXA-66,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001575,4,OXA-389,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001481,4,OXA-196,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001634,4,OXA-80,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001565,4,OXA-379,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001441,4,OXA-116,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001454,4,OXA-149,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001665,4,OXA-200,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001675,4,OXA-250,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001653,4,OXA-132,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001624,4,OXA-84,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001657,4,OXA-173,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003147,4,OXA-424,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003637,4,OXA-480,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001534,4,OXA-346,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003597,4,OXA-441,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003598,4,OXA-442,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001586,4,OXA-400,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001588,4,OXA-402,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001717,4,OXA-261,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001587,4,OXA-401,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001718,4,OXA-262,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001589,4,OXA-403,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001719,4,OXA-263,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001595,4,OXA-404,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001444,4,OXA-122,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001445,4,OXA-123,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001597,4,OXA-406,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001446,4,OXA-124,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001598,4,OXA-407,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001447,4,OXA-125,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001599,4,OXA-408,OXA beta-lactamase,carbapenem;cephalosporin;penam
